Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,-9999
7224,Charles Bassey,153,PHI,2,53,2021,Western Kentucky,2019-20,Western Kentucky,10,10,28.1,5.7,10.7,5.5,9.5,0.2,1.2,3.7,4.7,2.8,6.4,9.2,1.3,0.8,1.6,2.3,2.7,15.3,.533,.579,.167,.787,.592,.542,C,SO,charles-bassey-1
7225,Chauncey Robinson,153,DET,4,86,1986,Mississippi State,1983-84,Mississippi State,25,,22.5,2.5,5.7,2.5,5.7,,,1.2,1.4,,,3.1,1.0,0.5,0.2,1.9,2.1,6.1,.437,.437,,.806,.481,.437,F,SO,chauncey-robinson-1
7226,Craig Ehlo,153,HOU,3,48,1983,Washington State,1981-82,Washington State,30,,19.7,1.9,4.0,1.9,4.0,,,1.3,2.2,,,2.2,1.9,1.1,0.3,2.0,2.3,5.1,.479,.479,,.600,.510,.479,G,JR,craig-ehlo-1
7227,Gary Leonard,153,MIN,2,34,1989,Missouri,1987-88,Missouri,29,1,11.7,2.0,3.2,2.0,3.2,0.0,0.0,1.2,2.6,,,3.4,0.7,0.3,0.4,1.0,1.8,5.3,.628,.628,,.461,.588,.628,C,JR,gary-leonard-1
7228,Grayson Allen,153,UTA,1,21,2018,Duke,2014-15,Duke,35,0,9.2,1.3,3.0,0.8,1.5,0.5,1.5,1.3,1.5,0.3,0.7,1.0,0.4,0.3,0.1,0.4,1.2,4.4,.425,.500,.346,.849,.583,.509,G,FR,grayson-allen-1
7229,Jim Dolan,153,NJN,7,151,1986,Notre Dame,1985-86,Notre Dame,29,3,22.2,1.9,3.3,1.9,3.3,,,1.4,1.8,,,4.7,1.5,0.8,0.3,,2.7,5.3,.577,.577,,.788,.629,.577,F,SR,jim-dolan-1
7230,Kenny Perry,153,WAS,3,65,1985,Southern Illinois,1981-82,Evansville,28,2,14.6,2.1,4.5,2.1,4.5,,,1.2,2.1,,,2.9,0.3,0.6,0.9,1.3,2.0,5.5,.476,.476,,.550,.495,.476,C,SO,kenny-perry-1
7231,Mike Jones,153,MIL,3,63,1988,Auburn,1987-88,Auburn,7,,31.4,9.0,19.3,8.1,16.1,0.9,3.1,3.0,3.9,,,10.0,2.7,1.3,1.4,2.4,1.7,21.9,.467,.504,.273,.778,.518,.489,F,JR,mike-jones-18
7232,Terrell Schlundt,153,DAL,7,148,1983,Marquette,1981-82,Marquette,31,30,22.7,2.3,5.9,2.3,5.9,,,0.3,0.5,,,3.8,1.2,0.7,0.5,,2.5,4.9,.391,.391,,.563,.399,.391,F,JR,terrell-schlundt-1
7233,Chad Kessler,152,LAC,5,93,1987,Georgia,1985-86,Georgia,29,0,16.3,1.9,3.6,1.9,3.6,,,1.4,2.1,,,2.9,0.4,0.4,0.0,1.3,2.1,5.2,.544,.544,,.677,.574,.544,F,JR,chad-kessler-1
7234,Keith Benson,152,ATL,2,48,2011,Oakland,2007-08,Oakland,29,20,13.4,1.9,3.7,1.9,3.7,0.0,0.0,1.5,2.3,1.2,2.3,3.5,0.1,0.2,1.4,0.7,1.8,5.2,.505,.505,,.667,.549,.505,C,FR,keith-benson-1
7235,Lavor Postell,152,NYK,2,39,2000,St. John's (NY),1996-97,St. John's (NY),27,27,25.5,1.9,5.2,1.6,3.4,0.3,1.7,1.5,2.3,,,3.3,2.2,1.3,0.5,2.6,3.1,5.6,.364,.452,.191,.661,.449,.396,F,FR,lavor-postell-1
7236,Richard Dumas,152,PHO,2,46,1991,Oklahoma State,1989-90,Oklahoma State,12,7,23.0,5.2,9.4,5.2,9.2,0.0,0.3,2.3,3.7,,,5.4,2.3,1.5,0.4,2.8,1.7,12.7,.549,.564,.000,.636,.568,.549,F,JR,richard-dumas-1
7237,Romero Osby,152,ORL,2,51,2013,Oklahoma,2009-10,Mississippi State,35,3,13.1,1.6,3.4,1.1,2.3,0.5,1.1,0.7,1.2,1.0,1.6,2.5,0.6,0.2,0.3,1.0,0.9,4.3,.462,.488,.410,.634,.549,.529,F,SO,romero-osby-1
7238,Santi Aldama,152,UTA,1,30,2021,Loyola (MD),2019-20,Loyola (MD),10,9,30.4,6.1,13.3,4.8,7.3,1.3,6.0,1.7,3.3,1.5,6.1,7.6,2.1,0.9,1.7,2.3,2.3,15.2,.459,.658,.217,.515,.511,.508,F,FR,santi-aldama-1
7239,Tony Brown,152,IND,7,141,1983,Indiana,1982-83,Indiana,29,18,25.0,1.5,2.9,1.5,2.9,,,2.2,2.7,,,2.3,4.0,0.7,0.2,1.9,1.5,5.2,.524,.524,,.821,.628,.524,G,SR,tony-brown-7
7240,Anicet Lavodrama,151,LAC,3,52,1985,Houston Baptist,1981-82,Houston Baptist,26,,,2.2,4.2,2.2,4.2,,,1.4,2.4,,,5.4,0.8,,0.8,,,5.8,.518,.518,,.597,.541,.518,C,FR,anicet-lavodrama-1
7241,Craig Neal,151,POR,3,71,1988,Georgia Tech,1983-84,Georgia Tech,28,4,20.3,2.3,4.9,2.3,4.9,,,0.8,1.2,,,1.1,2.9,0.6,0.2,2.0,2.3,5.4,.471,.471,,.676,.496,.471,G,FR,craig-neal-1
7242,Curtis Kitchen,151,OKC,6,122,1986,South Florida,1982-83,South Florida,32,8,18.3,1.7,3.8,1.7,3.8,,,1.3,2.5,,,5.3,0.6,0.5,1.5,1.6,2.6,4.7,.443,.443,,.531,.470,.443,F,FR,curtis-kitchen-1
7243,George Thomas,151,ATL,8,173,1983,Georgia Tech,1981-82,Georgia Tech,26,25,30.6,2.2,5.1,2.2,5.1,,,1.3,2.3,,,5.3,2.3,1.0,0.2,2.3,2.6,5.8,.439,.439,,.583,.470,.439,G,JR,george-thomas-2
7244,Kostas Antetokounmpo,151,PHI,2,60,2018,Dayton,2017-18,Dayton,29,6,15.1,2.0,3.5,1.9,3.0,0.1,0.5,1.1,2.2,0.8,2.0,2.9,0.4,0.2,1.1,1.3,2.3,5.2,.574,.651,.133,.516,.575,.584,F,FR,kostas-antetokounmpo-1
7245,Maarty Leunen,151,HOU,2,54,2008,Oregon,2004-05,Oregon,27,4,19.6,1.9,3.9,1.6,2.8,0.3,1.1,1.4,2.0,1.1,3.3,4.3,0.6,0.7,0.2,0.8,1.6,5.6,.495,.579,.276,.709,.576,.533,F,FR,maarty-leunen-1
7246,Norman Powell,151,MIL,2,46,2015,UCLA,2011-12,UCLA,33,1,17.8,1.8,4.7,1.0,2.4,0.8,2.3,0.3,0.5,0.3,2.0,2.2,1.2,0.5,0.3,0.7,1.4,4.6,.377,.405,.347,.600,.469,.461,G,FR,norman-powell-1
7247,Paul Grant,151,MIN,1,20,1997,Wisconsin,1992-93,Boston College,30,,16.7,2.2,4.3,2.2,4.3,0.0,0.0,0.7,1.0,,,3.5,0.3,0.1,0.5,1.4,2.5,5.0,.500,.500,,.677,.522,.500,C,FR,paul-grant-1
7248,Reggie Turner,151,DEN,2,47,1989,UAB,1986-87,UAB,31,8,16.3,1.8,3.4,1.7,3.2,0.1,0.1,1.2,1.7,,,3.5,0.5,0.4,0.4,0.8,2.5,4.9,.538,.540,.500,.712,.587,.548,F,SO,reggie-turner-1
7249,Ryan Bowen,151,DEN,2,55,1998,Iowa,1994-95,Iowa,33,19,19.6,1.8,3.3,1.8,3.3,0.0,0.0,1.1,1.8,,,4.5,0.5,1.2,1.0,1.0,2.0,4.6,.527,.532,.000,.593,.547,.527,F,FR,ryan-bowen-1
7250,Ben Tower,150,DET,9,203,1984,Michigan State,1981-82,Michigan State,28,21,25.7,2.4,5.3,2.4,5.3,,,0.6,1.0,,,4.6,0.8,0.5,0.3,0.0,2.9,5.4,.449,.449,,.621,.466,.449,F,SO,ben-tower-1
7251,Dave Brantley,150,LAC,7,144,1984,Oregon,1980-81,Oregon,27,0,14.7,2.3,3.8,2.3,3.8,,,1.0,1.3,,,2.3,0.6,0.3,0.1,1.0,1.9,5.6,.592,.592,,.800,.627,.592,F,FR,dave-brantley-1
7252,Edward Bona,150,PHO,6,135,1983,Fordham,1982-83,Fordham,18,,25.9,3.6,7.8,3.6,7.8,,,1.1,1.7,,,4.2,0.6,0.7,1.2,0.8,2.7,8.3,.464,.464,,.645,.485,.464,F,SR,edward-bona-1
7253,Gerry Wright,150,DET,5,111,1987,Iowa,1986-87,Iowa,23,11,17.4,2.7,5.1,2.7,5.1,0.0,0.0,1.2,2.3,,,4.3,1.0,0.7,0.8,1.3,2.1,6.5,.517,.521,.000,.519,.522,.517,C,SR,gerry-wright-1
7254,Kurt Thomas,150,MIA,1,10,1995,TCU,1991-92,TCU,21,,16.5,2.8,5.7,2.8,5.7,0.0,0.0,1.6,2.4,,,5.4,1.1,0.4,1.4,1.8,2.8,7.1,.487,.487,,.667,.524,.487,C,SO,kurt-thomas-1
7255,Marial Shayok,150,PHI,2,54,2019,Iowa State,2015-16,Virginia,35,8,15.0,1.7,3.4,1.2,2.3,0.5,1.1,0.5,0.9,0.2,1.7,1.9,1.1,0.3,0.1,0.8,1.5,4.3,.492,.519,.436,.548,.565,.564,G,SO,marial-shayok-1
7256,Mike Edwards,150,UTA,10,208,1982,New Orleans,1980-81,New Orleans,10,,32.0,5.9,13.0,5.9,13.0,,,3.2,4.5,,,6.5,1.5,1.4,0.2,3.6,2.7,15.0,.454,.454,,.711,.495,.454,F,JR,mike-edwards-4
7257,Rickie Johnson,150,CLE,6,125,1985,Illinois State,1982-83,Illinois State,31,0,14.3,1.8,3.4,1.8,3.4,,,1.2,2.3,,,1.8,0.9,0.9,0.2,0.8,1.7,4.8,.538,.538,,.543,.546,.538,F,SO,ricky-johnson-2
7258,Chris McCullough,149,NJN,1,29,2015,Syracuse,2014-15,Syracuse,16,16,28.1,3.4,7.1,3.3,7.0,0.1,0.1,2.5,4.4,2.3,4.6,6.9,1.1,1.7,2.1,2.2,2.6,9.3,.478,.473,1.000,.563,.508,.482,F,FR,chris-mccullough-1
7259,Danny Young,149,OKC,2,39,1984,Wake Forest,1980-81,Wake Forest,29,0,16.9,2.0,4.0,2.0,4.0,,,1.1,1.7,,,1.3,1.7,1.0,0.1,0.8,1.1,5.1,.496,.496,,.688,.533,.496,G,FR,danny-young-1
7260,Devin Vassell,149,SAS,1,11,2020,Florida State,2018-19,Florida State,33,0,10.7,1.6,3.6,0.8,1.7,0.8,1.9,0.6,0.8,0.4,1.2,1.5,0.6,0.5,0.3,0.4,0.9,4.5,.437,.456,.419,.679,.563,.546,G,FR,devin-vassell-1
7261,Eddie Elisma,149,OKC,2,41,1997,Georgia Tech,1993-94,Georgia Tech,29,2,19.5,2.1,4.2,2.1,4.2,0.0,0.0,0.8,1.7,,,4.4,0.5,0.5,0.9,1.3,2.1,5.1,.508,.504,1.000,.480,.511,.512,C,FR,eddie-elisma-1
7262,Gary McLain,149,NJN,7,154,1985,Villanova,1982-83,Villanova,32,,20.1,1.8,3.4,1.8,3.4,,,1.2,1.4,,,1.1,2.8,0.7,0.0,1.7,2.3,4.7,.519,.519,,.822,.576,.519,G,SO,gary-mclain-1
7263,Jeff Trepagnier,149,CLE,2,36,2001,Southern California,1997-98,Southern California,28,6,16.4,1.9,4.6,1.7,3.7,0.2,0.9,1.4,2.3,,,3.5,0.8,1.0,0.5,1.3,2.0,5.3,.403,.452,.200,.635,.469,.422,G,FR,jeff-trepagnier-1
7264,Jelani McCoy,149,OKC,2,33,1998,UCLA,1997-98,UCLA,15,0,21.3,3.8,6.3,3.8,6.3,0.0,0.0,2.3,4.5,,,7.1,0.9,0.5,1.7,2.3,2.0,9.9,.600,.600,,.522,.587,.600,C,JR,jelani-mccoy-1
7265,Mark Gannon,149,LAC,8,166,1983,Iowa,1980-81,Iowa,26,,,2.2,4.6,2.2,4.6,,,1.3,1.9,,,4.3,1.4,0.7,0.0,,1.6,5.7,.475,.475,,.700,.518,.475,F,SO,mark-gannon-2
7266,P.J. Brown Jr,149,NJN,2,29,1992,Louisiana Tech,1988-89,Louisiana Tech,32,,17.8,1.9,4.6,1.8,4.5,0.1,0.1,0.8,1.4,,,5.6,1.1,0.4,1.6,1.3,2.7,4.7,.415,.410,.667,.568,.444,.422,C,FR,pj-brown-1
7267,Romero Osby,149,ORL,2,51,2013,Oklahoma,2008-09,Mississippi State,36,0,12.6,1.4,3.3,1.2,2.5,0.2,0.8,1.1,1.6,0.8,1.8,2.6,0.3,0.2,0.3,0.8,1.5,4.1,.432,.478,.286,.672,.512,.466,F,FR,romero-osby-1
7268,Ryan Bowen,149,DEN,2,55,1998,Iowa,1995-96,Iowa,27,8,20.5,2.0,3.4,2.0,3.4,0.0,0.0,1.4,2.1,2.1,2.3,4.5,0.6,1.3,0.7,1.3,1.9,5.5,.604,.604,,.672,.628,.604,F,SO,ryan-bowen-1
7269,Troy Brown,149,ATL,2,45,1995,Providence,1992-93,Providence,33,,12.6,1.6,4.0,1.6,3.9,0.0,0.1,1.4,1.9,,,3.8,0.3,0.4,0.5,1.4,1.8,4.5,.397,.403,.000,.703,.462,.397,C,JR,troy-brown-1
7270,Tyler Harvey,149,ORL,2,51,2015,Eastern Washington,2012-13,Eastern Washington,21,4,14.0,2.8,5.3,1.7,2.8,1.1,2.5,0.5,1.1,0.4,1.9,2.3,1.5,0.7,0.1,1.0,1.5,7.1,.523,.603,.434,.435,.611,.626,G,FR,tyler-harvey-1
7271,Curtis Hunter,148,DEN,7,156,1987,North Carolina,1986-87,North Carolina,32,8,14.8,1.8,3.3,1.8,3.3,0.0,0.1,0.9,1.3,,,2.4,1.8,0.6,0.0,1.2,1.4,4.6,.551,.562,.000,.698,.581,.551,F,SR,curtis-hunter-2
7272,Doug Lee,148,HOU,2,35,1987,Purdue,1982-83,Texas A&M,30,,11.6,2.1,4.1,2.1,4.1,,,0.7,1.5,,,1.7,0.7,0.3,0.0,0.8,1.1,4.9,.508,.508,,.489,.509,.508,G,FR,doug-lee-1
7273,Keon Clark,148,ORL,1,13,1998,UNLV,1997-98,UNLV,10,10,32.1,5.7,10.4,5.3,9.6,0.4,0.8,3.0,4.5,,,8.6,1.9,0.2,2.6,2.8,3.8,14.8,.548,.552,.500,.667,.590,.567,C,SR,keon-clark-1
7274,Montel Hatcher,148,IND,7,149,1987,UCLA,1983-84,UCLA,26,16,22.2,2.5,5.7,2.5,5.7,,,0.8,1.2,,,1.8,1.3,0.2,0.2,1.3,2.1,5.7,.432,.432,,.625,.453,.432,G,FR,montel-hatcher-1
7275,Paul Brozovich,148,GSW,8,169,1984,UNLV,1982-83,UNLV,31,17,18.6,2.0,3.1,2.0,3.1,,,0.7,1.7,,,5.6,0.9,0.4,0.3,0.7,3.5,4.8,.656,.656,,.423,.613,.656,C,JR,paul-brozovich-1
7276,Robert Henderson,148,CHI,7,144,1986,Michigan,1984-85,Michigan,29,0,20.1,2.0,4.1,2.0,4.1,,,1.2,1.8,,,4.1,0.5,0.4,0.3,0.9,1.3,5.1,.475,.475,,.654,.511,.475,F,JR,robert-henderson-1
7277,Sam Clancy,148,PHI,2,45,2002,Southern California,1998-99,Southern California,27,22,20.3,2.2,4.6,2.2,4.6,0.0,0.0,1.1,2.3,,,5.3,0.4,0.9,1.4,1.2,2.1,5.5,.480,.480,,.476,.484,.480,F,FR,sam-clancy-1
7278,Tony Snell,148,CHI,1,20,2013,New Mexico,2010-11,New Mexico,34,7,17.5,1.4,3.8,0.5,1.3,0.9,2.5,0.7,1.0,0.5,1.4,1.9,0.9,0.2,0.2,0.9,1.1,4.4,.364,.400,.345,.735,.510,.477,G,FR,tony-snell-1
7279,Dijon Thompson,147,NYK,2,54,2005,UCLA,2001-02,UCLA,33,1,15.0,1.7,4.0,1.3,2.6,0.4,1.5,0.6,0.7,0.7,1.5,2.2,1.1,0.8,0.3,1.2,1.2,4.5,.429,.518,.271,.870,.511,.477,G,FR,dijon-thompson-1
7280,Herb Jones,147,NOH,2,35,2021,Alabama,2017-18,Alabama,35,13,21.2,1.7,4.1,1.5,3.3,0.2,0.7,0.7,1.4,0.8,2.7,3.5,1.4,1.3,0.6,1.6,2.7,4.2,.408,.440,.269,.500,.446,.433,F,FR,herb-jones-3
7281,Loy Vaught,147,LAC,1,13,1990,Michigan,1986-87,Michigan,32,1,13.0,2.1,3.8,2.1,3.8,0.0,0.0,0.3,0.7,,,3.9,0.4,0.3,1.0,1.0,2.3,4.6,.557,.557,,.500,.555,.557,F,FR,loy-vaught-1
7282,Mark Buford,147,PHO,2,49,1993,Mississippi Valley State,1991-92,Mississippi Valley State,30,,19.9,2.1,4.6,2.1,4.6,0.0,0.0,0.7,1.1,,,5.8,0.2,0.6,0.8,1.3,3.4,4.9,.453,.453,,.618,.474,.453,C,JR,mark-buford-1
7283,Mark Madsen,147,LAL,1,29,2000,Stanford,1996-97,Stanford,25,0,16.4,2.0,3.8,2.0,3.8,0.0,0.0,1.8,3.0,,,5.0,0.3,0.2,0.4,0.9,3.1,5.9,.537,.537,,.608,.565,.537,F,FR,mark-madsen-1
7284,Mike Peplowski,147,SAC,2,52,1993,Michigan State,1989-90,Michigan State,28,23,19.3,2.1,3.9,2.1,3.9,0.0,0.0,1.0,1.5,,,5.8,0.7,0.3,0.4,1.0,2.8,5.3,.545,.545,,.628,.564,.545,C,FR,mike-peplowski-1
7285,Mike Williams,147,GSW,3,51,1986,Bradley,1982-83,Cincinnati,11,11,28.7,5.6,11.0,5.6,11.0,,,2.1,2.3,,,7.8,0.6,0.4,0.4,1.5,2.5,13.4,.512,.512,,.920,.553,.512,F,SO,mike-williams-1
7286,Nick Richards,147,NOH,2,42,2020,Kentucky,2018-19,Kentucky,37,3,12.1,1.3,2.2,1.3,2.2,0.0,0.0,1.3,1.9,1.5,1.8,3.3,0.2,0.1,1.3,0.7,2.1,4.0,.598,.598,,.690,.635,.598,F,SO,nick-richards-2
7287,Pat Ewing Jr,147,SAC,2,43,2008,Georgetown,2006-07,Georgetown,36,0,14.5,1.5,2.8,1.1,1.8,0.4,1.0,0.6,1.2,0.8,1.3,2.1,1.1,0.4,0.5,0.9,1.9,4.1,.535,.585,.444,.535,.605,.614,F,JR,pat-ewing-1
7288,Rashad Wright,147,IND,2,59,2004,Georgia,2000-01,Georgia,31,22,28.9,1.6,4.5,1.1,3.0,0.5,1.5,1.1,2.2,0.7,2.3,3.0,3.3,0.8,0.2,2.2,2.1,4.7,.348,.362,.319,.507,.425,.401,G,FR,rashad-wright-1
7289,Rod Camp,147,OKC,5,111,1982,Southern Illinois,1981-82,Southern Illinois,23,5,15.4,2.3,5.1,2.3,5.1,,,1.9,2.7,,,3.7,0.1,0.1,1.7,1.4,2.4,6.4,.441,.441,,.683,.497,.441,C,SR,rod-camp-1
7290,Steve Kenilvort,147,GSW,7,143,1986,Santa Clara,1982-83,Santa Clara,28,,28.8,1.7,3.4,1.7,3.4,,,1.8,2.4,,,1.9,2.8,0.9,0.1,1.8,1.9,5.3,.500,.500,,.761,.575,.500,G,FR,steve-kenilvort-1
7291,Ty Jerome,147,PHI,1,24,2019,Virginia,2016-17,Virginia,34,5,13.9,1.5,3.2,0.7,1.1,0.9,2.1,0.4,0.5,0.0,1.6,1.6,1.5,0.4,0.1,0.9,1.7,4.3,.473,.622,.397,.778,.620,.605,G,FR,ty-jerome-1
7292,Aaron Brooks,146,HOU,1,26,2007,Oregon,2003-04,Oregon,21,18,25.8,2.2,5.9,0.9,2.3,1.3,3.6,1.2,1.6,0.5,1.9,2.4,2.7,0.8,0.0,2.3,2.3,7.0,.371,.375,.368,.788,.523,.484,G,FR,aaron-brooks-1
7293,Charles Jones,146,PHO,2,36,1984,Louisville,1980-81,Louisville,27,,19.9,2.0,3.9,2.0,3.9,,,1.4,2.5,,,3.9,0.5,1.0,1.1,1.3,2.4,5.4,.514,.514,,.559,.532,.514,F,FR,charles-jones-1
7294,Chris Remley,146,BOS,7,162,1985,Rutgers,1982-83,Rutgers,31,2,16.0,2.0,4.6,2.0,4.6,,,0.6,0.8,,,1.6,0.8,0.4,0.0,0.0,0.9,4.7,.431,.431,,.833,.470,.431,F,SO,chris-remley-1
7295,Gary Graham,146,IND,6,126,1987,UNLV,1985-86,UNLV,38,3,12.2,1.4,3.4,1.3,3.4,0.1,,1.0,1.2,,,1.0,1.4,0.4,0.0,0.9,1.7,3.8,.411,.411,,.841,.487,.422,G,JR,gary-graham-1
7296,Jeff Hornacek,146,PHO,2,46,1986,Iowa State,1982-83,Iowa State,27,13,21.6,2.1,5.0,2.1,5.0,,,1.2,1.7,,,2.3,3.0,0.8,0.1,1.7,1.6,5.4,.422,.422,,.711,.467,.422,G,FR,jeff-hornacek-1
7297,Jericho Sims,146,NYK,2,58,2021,Texas,2018-19,Texas,35,16,14.9,1.7,2.9,1.7,2.9,0.0,0.0,0.9,1.4,1.3,2.3,3.6,0.2,0.2,0.5,1.0,1.8,4.2,.569,.569,,.600,.581,.569,F,SO,jericho-sims-1
7298,Ralph Jackson III,146,IND,4,71,1984,UCLA,1980-81,UCLA,27,1,27.9,2.1,4.9,2.1,4.9,,,1.2,1.9,,,2.1,3.9,1.6,0.1,2.1,1.3,5.4,.429,.429,,.627,.464,.429,G,FR,ralph-jackson-1
7299,Ryan Robertson,146,SAC,2,45,1999,Kansas,1995-96,Kansas,34,0,8.9,1.2,2.4,0.6,1.2,0.6,1.2,1.4,1.8,,,1.3,0.9,0.5,0.0,0.3,0.9,4.3,.488,.525,.452,.770,.658,.604,G,FR,ryan-robertson-1
7300,Sherman Douglas,146,MIA,2,28,1989,Syracuse,1985-86,Syracuse,27,0,11.4,2.1,3.4,2.1,3.4,,,1.2,1.6,,,1.2,2.1,1.2,0.2,1.2,1.2,5.4,.613,.613,,.727,.641,.613,G,FR,sherman-douglas-1
7301,Chuck Verderber,145,CHI,7,145,1982,Kentucky,1981-82,Kentucky,29,22,21.1,1.5,3.5,1.5,3.5,,,2.0,2.5,,,3.7,1.0,0.7,0.2,1.0,3.0,5.0,.422,.422,,.819,.532,.422,F,SR,chuck-verderber-1
7302,Derrick Caracter,145,LAL,2,58,2010,UTEP,2006-07,Louisville,18,3,13.3,3.2,5.8,3.2,5.7,0.0,0.1,1.6,3.1,2.3,1.6,3.9,0.3,0.3,0.4,1.7,2.9,8.1,.558,.563,.000,.527,.557,.558,F,FR,derrick-caracter-1
7303,Harold Jensen,145,CLE,6,121,1987,Villanova,1984-85,Villanova,32,0,16.7,1.7,3.8,1.7,3.8,,,1.2,1.5,,,1.2,1.2,0.6,0.0,1.1,0.9,4.5,.434,.434,,.813,.501,.434,G,SO,harold-jensen-1
7304,Herbert Hill,145,UTA,2,55,2007,Providence,2004-05,Providence,30,20,14.7,2.3,3.9,2.3,3.9,0.0,0.0,0.3,0.8,1.6,1.8,3.4,1.1,0.8,1.5,1.1,2.2,4.8,.576,.576,,.375,.560,.576,F,SO,herbert-hill-1
7305,Luther Wright Jr,145,UTA,1,18,1993,Seton Hall,1991-92,Seton Hall,30,0,11.2,2.0,3.9,2.0,3.9,0.0,0.0,0.8,1.3,,,2.8,0.3,0.3,1.4,0.9,1.7,4.8,.517,.517,,.625,.537,.517,C,SO,luther-wright-1
7306,Morris Almond,145,UTA,1,25,2007,Rice,2003-04,Rice,30,0,10.0,1.9,4.1,1.5,2.9,0.3,1.2,0.8,1.0,0.3,0.7,1.0,0.6,0.2,0.4,1.2,0.9,4.8,.455,.529,.278,.793,.530,.496,G,FR,morris-almond-1
7307,Ramon Sessions,145,MIL,2,56,2007,Nevada,2005-06,Nevada,31,30,26.2,1.9,5.4,1.9,5.3,0.0,0.1,0.8,1.4,1.2,3.0,4.2,4.9,1.2,0.1,2.2,1.3,4.7,.359,.366,.000,.568,.386,.359,G,SO,ramon-sessions-1
7308,Ryan Minor,145,PHI,2,32,1996,Oklahoma,1992-93,Oklahoma,31,3,13.8,1.7,3.9,1.4,3.2,0.3,0.7,1.0,1.5,,,2.7,1.0,0.7,0.3,0.8,2.1,4.7,.433,.434,.429,.667,.508,.471,F,FR,ryan-minor-1
7309,Scott Meents,145,CHI,4,74,1986,Illinois,1983-84,Illinois,28,6,16.6,2.2,4.8,2.2,4.8,,,0.8,1.2,,,3.3,1.2,0.3,0.9,1.3,2.1,5.2,.455,.455,,.697,.484,.455,F,SO,scott-meents-1
7310,Steffond Johnson,145,LAC,5,100,1986,San Diego State,1982-83,Louisiana State,26,,13.4,2.2,4.6,2.2,4.6,,,1.2,2.5,,,3.6,0.3,0.2,0.2,,2.2,5.6,.475,.475,,.477,.481,.475,F,SO,steffond-johnson-1
7311,Steve Waite,145,BOS,6,137,1981,Iowa,1980-81,Iowa,28,,,2.0,4.3,2.0,4.3,,,1.3,2.3,,,5.5,0.5,0.5,0.6,,2.5,5.2,.455,.455,,.556,.480,.455,C,SR,steve-waite-1
7312,Victor Fleming,145,POR,2,26,1984,Xavier,1980-81,Xavier,26,5,17.3,2.3,4.6,2.3,4.6,,,1.0,1.5,,,1.1,1.6,0.7,0.2,2.2,1.8,5.6,.496,.496,,.692,.527,.496,G,FR,victor-fleming-1
7313,Alvin Franklin,144,SAC,4,80,1986,Houston,1982-83,Houston,30,19,15.8,1.9,4.5,1.9,4.5,,,0.9,1.5,,,0.7,2.6,0.5,0.0,0.8,0.8,4.8,.426,.426,,.622,.458,.426,G,FR,alvin-franklin-1
7314,Dan Pelekoudas,144,DET,10,225,1984,Michigan,1981-82,Michigan,27,23,28.9,2.1,4.4,2.1,4.4,,,1.2,1.5,,,1.4,3.9,1.0,0.0,2.7,3.4,5.3,.467,.467,,.780,.516,.467,G,SO,dan-pelekoudas-1
7315,Darnell Jackson,144,MIA,2,52,2008,Kansas,2005-06,Kansas,23,0,15.3,2.3,4.5,2.3,4.5,0.0,0.0,1.7,2.3,1.7,3.2,4.9,0.3,0.6,0.1,1.1,1.8,6.3,.505,.505,,.769,.564,.505,F,SO,darnell-jackson-1
7316,Desmond Mason,144,OKC,1,17,2000,Oklahoma State,1996-97,Oklahoma State,32,12,16.8,1.6,4.3,1.1,2.7,0.5,1.6,0.7,1.2,,,2.5,0.7,0.4,0.3,1.3,1.4,4.5,.377,.407,.327,.622,.463,.438,F,FR,desmond-mason-1
7317,Elliot Williams,144,POR,1,22,2010,Memphis,2008-09,Duke,34,12,16.6,1.6,3.7,1.4,2.7,0.3,1.1,0.7,1.4,0.9,1.4,2.3,0.7,0.6,0.0,0.9,1.7,4.2,.441,.516,.250,.500,.484,.476,G,FR,elliot-williams-1
7318,Harvey Grant,144,WAS,1,12,1988,Oklahoma,1984-85,Clemson,28,4,14.9,2.1,4.3,2.1,4.3,,,0.9,1.5,,,4.5,0.4,0.5,0.4,0.5,1.4,5.1,.496,.496,,.585,.513,.496,F,FR,harvey-grant-1
7319,Jim McLoughlin,144,LAC,8,167,1984,Temple,1980-81,Temple,23,,,2.3,5.0,2.3,5.0,,,1.6,2.1,,,2.5,3.0,,,,2.2,6.3,.466,.466,,.750,.519,.466,G,SO,jim-mcloughlin-1
7320,Jonah Bolden,144,PHI,2,36,2017,,2015-16,UCLA,31,11,21.7,1.6,4.0,1.4,2.8,0.3,1.2,1.1,1.5,1.2,3.7,4.8,1.1,0.7,0.9,0.8,2.1,4.6,.415,.483,.250,.733,.499,.451,F,SO,jonah-bolden-1
7321,Raymond Crenshaw,144,PHO,7,151,1984,Oklahoma State,1981-82,Oklahoma State,25,9,18.3,2.5,5.3,2.5,5.3,,,0.8,1.1,1.8,2.1,4.0,0.5,0.5,0.2,1.2,1.8,5.8,.470,.470,,.714,.496,.470,F,SO,raymond-crenshaw-1
